GRN,0.68142,0.55044,0.71878,0.83012
GRN,0.8334,0.76796,0.88049,0.94451
GRN,0.70024,0.58229,0.74193,0.84293
GRN,0.68668,0.55118,0.72209,0.84534
GRN,0.6787,0.53605,0.71268,0.83298
GRN,0.66471,0.54354,0.68701,0.81619
