0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
152.79718307985465,155.03266689606485,154.98515908546673,150.24726084856346,156.7194719944931,151.44693886003455,142.27546689969606,155.7977632257479,153.32098791371376,158.88758449179906,159.71527322314495,163.12925556606257,156.19708811655448,158.2443209264933,162.07458547852127,157.80307440637412,167.09479116154458,172.55761974812822,173.44953289573266,167.77318976432383,164.85542872979562,167.09916296287471,158.94978712915068,165.3442418374709,174.04217282262442,169.0782143256428,176.5639331796,177.890434412613,162.13522666162748,160.65767253539707,164.0500130456932,160.2184303234172,160.14553759275157,163.40879715795427,156.1692394478606,163.8902664018784,164.93527187324034,168.10942545426826,154.86084420425473,165.69484135662196,163.3940860208075,164.99291845282855,160.8187312245183,158.97971579959642,162.1189748856843,168.58216248272933,167.07342932262333,161.23044076332772,165.26209690349026,170.41332772110738,172.54347712596757,170.88972530840812,171.51653089249442,178.05035795928572,189.16037663712365,181.42243162694072,177.86136182178973,184.00349665251676,186.83078546894237,179.0996584140745,181.76729282492627,177.65540679979281,180.5123573173581,173.47800518830798,171.3357872824648,176.7323625898517,166.58474935134248,182.26899524994022,173.08926231274577,148.58253522232923,139.78110225986717,131.42532605622853,130.1887332631454,128.12349968698598,122.4671570191225,127.0072378247345,130.29908507979,123.53814024081744,135.0382157525,127.94562750050531,128.72695258384198,135.43776601541177
198.9407315216387,186.00930542538032,180.25205939356823,184.0858653455369,179.39655902016906,178.8221217235523,175.88024124665145,170.38374140253924,169.60713037356743,171.72914992798835,176.51027572727324,174.75826137221904,171.05645192898808,175.24798761751535,170.38977555534692,170.76510428358796,170.5529648585008,179.27470396563422,183.08335520165082,185.23696997787877,184.47162537949606,186.96704736369895,194.83464786834017,191.9968287945,182.17867123999997,194.087546196716,183.26919171476794,191.06366739127466,191.50572196038044,183.94689333689982,176.53293554824302,185.8149061034807,189.28447150456694,181.28104566513034,188.47419329182006,193.5095879351926,182.97492007729034,195.04455228399186,183.83380508451086,196.63957889759374,189.15187200177763,186.84849155898084,197.68782480461255,193.11475841371845,197.22697468308,187.41794536529676,194.25829473336546,191.0371640669558,184.18837350008792,183.05070203370454,183.84694700197537,192.68569339712388,195.33845010010631,175.37808982656279,156.70277760711647,178.40194647603246,180.5562555218558,176.65742788161725,178.8621728869205,180.32228738871558,180.2650792606945,175.34107075726675,169.98594897684902,178.65009100771428,173.46939579387598,162.51389183054084,161.35694704927297,173.53218222877243,172.06220780146012,148.09984941612112,138.113855021052,127.81303621281377,119.07534372068451,116.59209835911007,120.78849115195972,110.82591752988914,108.92128957923948,111.42864237407103,98.34014875395111,107.98915799101333,106.75953192658469,109.09593780005899
182.6654268980022,185.5834533366592,186.84272289772247,182.16776449376607,180.09049402665417,172.9242268208218,184.1216514729878,179.94689461735277,179.88840754914713,172.42907560677986,165.2323632407563,164.77637752389325,169.03217762387675,168.17415837016236,155.7749035321111,151.84959638672854,148.73883298228435,158.5354365135203,166.44305202362824,171.669738679,179.45733842443218,188.1905966326372,193.78718971747256,191.10737455131888,193.86708399798414,199.62050757210704,192.319807896439,190.9755748238601,207.74348420424684,199.33091839292834,206.58927248477406,196.57530233507282,204.66536496589907,200.94203125765904,199.9518305882554,201.59921754195065,219.45537827913793,213.27183878222448,188.94620214103546,196.2409491738746,192.06823883743854,184.47688227084572,193.2730910769353,187.00296445948933,184.36423438327327,180.95110952656952,171.82400626711447,178.64529765591266,164.25908436837835,167.79602228644458,171.7546151419261,174.98170831832385,176.85598483354426,169.97828903093577,174.79321621708684,171.53671051914895,172.78167840885274,177.53895722352183,169.20876457916526,164.08762724888126,161.9794993519803,163.0792733131415,164.5702810589912,171.97237491769084,167.77420906344148,182.68445347165604,175.24488071494505,177.69819774154422,192.599456542449,161.85597971832772,146.64882022809928,135.63454327555218,117.6561674900597,120.20032956197184,119.88346111377982,119.13646754993333,117.4248910198055,117.4508013791781,124.31962734334694,124.2997786416043,138.47800660564386,127.71371145411241
172.41572781053753,177.17116153899215,170.78658793170214,172.5177589755039,173.79361587234482,175.04633885872727,182.7553245084122,179.87057417606624,178.87062031878048,178.75458260908556,184.5545040724271,179.22664324584045,178.65199493256972,180.60027562515967,188.3911578053846,193.94547592311628,182.035709372656,195.5726274191433,190.1590060046891,176.94554214749553,175.53417640881514,177.07235443391596,181.9117885550344,191.50211712197327,182.3201950135184,192.30309761241026,188.48280944308115,180.12872293336906,188.28765517256366,181.31542380693557,180.1153868596135,183.1061339512493,187.73143372263823,194.67116627282624,190.71472160874302,194.89516380324073,182.30736665252704,196.59407075568507,186.06339019393445,199.61174263639776,188.89984681057604,187.84924326131764,177.06215403877212,183.32426772368896,173.67695709706416,174.97879024462407,179.76496965147678,173.54915680113726,154.08586887110692,158.55945930857146,163.90278698308683,159.95732860752534,172.56796693571988,182.41669560033978,184.03795789238228,176.49505363829132,166.13457545917157,165.9177186390308,180.54992808670966,187.4142576316705,186.70982704593231,189.22816771377714,174.48398430338463,180.23051118151054,164.49933949510938,168.48007196216793,161.69855791935353,146.3945951065015,135.51734787812606,131.36209717167415,119.13885792230303,112.18740092828601,98.18357000676647,99.91791786896472,102.10545956336398,114.40067530013363,118.34766501732142,114.45146402255494,118.96732247924335,121.7233779055228,129.12191475263737,131.51042385916915
166.3310603313277,175.93183424383193,170.23771606268346,171.7489465814286,169.75507794634882,179.84309374391682,183.34381957496944,185.6346157028467,184.56437144103285,184.9295607589202,179.36004703527203,166.46878050700641,168.05668306614768,165.1600030716536,171.9351581620687,169.09091333986012,163.1222985657532,168.7799247640946,171.8296569345684,177.16271487571683,190.17871269685125,180.30445443586885,170.67961762121215,181.74152101291457,186.00439764130385,184.42385684579816,173.14864440814782,179.76915333429517,188.56229445989072,178.93086368702353,178.21599558860083,183.38734116343048,179.7066177143038,183.91965089876433,182.38262030120893,185.6105844015135,184.09168732515153,197.72434611536886,203.88270714232874,190.83187102429935,186.78812015849093,179.5238602813275,184.25190187981664,185.4356763479719,181.31108145881646,189.54871939531458,182.34181210016283,176.0800376061435,191.80001707805536,190.39665411006166,189.9557897500056,190.26800733038633,195.551465801676,199.16009214161767,189.05123605246777,198.59272107189463,204.12443435513916,194.4114920005381,190.50521316688727,199.66097387742678,191.375876055351,172.4888163423535,183.10407862830397,188.21725446159002,184.19923913819918,187.44581569890425,181.61018658599173,176.03426821834586,177.5562085098464,162.6634090268954,139.72016624959952,140.64131844292385,148.11179517399398,146.0029000243632,137.0189755284162,152.68840474919645,144.62503805871546,138.73005381008264,136.43628822639346,137.51671462653226,152.58479740214878,161.3153684546726
166.83348352281948,165.2248230514462,175.2617760760146,165.38256827544842,161.64268083289392,146.40618951984388,156.63862238831547,146.5830272676573,150.80817876079888,150.7975936966745,150.36043834309203,156.3306207795863,155.89056660278,153.1658285868312,158.24062856951718,146.07929179820093,141.804948131236,153.2657342952071,159.20909995099268,161.72422578240577,153.97492687454837,170.99034208469436,174.23033687463447,170.53927940513424,164.2497517773908,161.07473183535083,165.97703019092236,162.1736315535726,156.98065657768248,156.0012746307796,150.41691067849257,156.50464567278743,167.79072549019017,149.67068631599108,159.50559007565732,159.19616644602783,148.89888928802606,154.1369668283778,145.29536270601648,162.34523790859785,174.82124541384317,168.62938626606643,183.65629859295413,177.05337668798765,186.79723725566265,171.84609356004498,182.22517250747737,181.15404522415028,172.19564029757558,175.1417347391587,177.22314017105444,197.3651157803612,189.0642815726809,183.03140376072673,194.49279366468576,204.08148768799776,205.42551988915284,196.2979448361638,198.4562984343547,193.7989915992816,191.31653406433148,190.01241531300852,196.10931794262694,180.91652207019197,189.6131107745018,188.90835173917995,185.12375208011034,198.96171635772592,204.8785090868034,154.83028623003378,141.4302601916039,142.48108748474596,130.2166032365964,131.7214625582506,136.24929317129153,126.06494160505595,133.45267471356678,127.61537415077348,137.80432994414784,139.73885766177898,132.00090762892265,133.12533455591043
196.69007386384186,177.5497032949299,176.84685811961302,168.11527942993268,170.55746126485556,171.1816444225434,175.29724971800616,170.54549327982573,173.95167743144873,180.04139455212942,176.3702239746547,169.5693616997716,161.91902767959922,175.24412759055556,170.3616064370446,173.29449975299767,186.58086629221864,169.6728700708586,170.60762330580246,169.61160016142088,177.41336751433334,180.61191855964648,181.09216337312156,181.41694568847058,178.4751215229058,178.04128265877853,189.56739870798904,183.1903575262593,163.02259724531993,168.3590186297643,171.10733088555648,170.46665332355784,172.72762096725396,179.61023145388393,175.18161674953814,168.02078979688324,188.84604234078262,185.6725504098354,185.83602041608813,182.96897228996073,186.1874945632944,185.2371971513998,190.84575601541616,194.55737056498876,188.70909099146735,185.8647600800225,180.32398765420893,184.18621055183505,172.6955583625772,180.81600969982605,182.2818668902413,180.9166356774128,181.39084199397305,174.5787146662615,179.69838031093207,176.1874798829798,176.94455254414345,175.6311924861953,170.28119636847276,180.30998188651523,174.40496959681258,170.0335530396591,184.1254517358186,176.15559019265388,171.5470946768317,185.40662948696158,174.2904450083011,177.5073925707994,193.68629456503425,154.50040219058627,153.80282791580294,143.2289297365005,136.66752950540786,148.58397318485783,143.7469550875416,137.0852606903139,132.022473912708,135.26149542221606,131.03319476874483,136.29315206883786,138.88884567850417,134.21387238829342
180.19601241464085,170.1772170437037,165.45752738736252,169.26266276829406,170.39949243883092,171.07106944565595,164.75157850583716,169.4765665655568,160.52960352163842,162.6855360228504,167.69576214857867,162.13948230997144,163.40875054875502,170.86682935291412,160.65842516072559,154.67116671079813,167.14556801291468,168.9706632255778,172.8147818410219,181.2769683874234,169.71924993701114,174.94180309180237,170.44970641311204,177.2028008277778,179.77545007706416,183.01358328733295,183.9124063860933,185.48963891313224,176.21723644078756,179.90779035705782,178.45933769268152,176.7870105282538,177.52519693771066,183.31499451365028,179.9975092732563,180.25408254578173,176.58316360224399,194.44905308653608,187.65511420555248,181.7296650745761,166.91872846198572,169.7694116763485,168.19064025480097,170.889562918036,158.7348173626962,171.80271312337092,162.01945119854983,168.64528867384055,176.83644759406684,179.8389861309489,171.4331836324312,174.233818461783,179.1598126121898,173.50509716838712,194.2354855426573,193.1835362792083,195.07871678501186,187.97863272562043,182.54522792152247,177.13006080750864,176.73612703272673,172.27502038136493,173.6071897327938,174.95507117865125,183.42527314699223,178.19391706402348,164.9655562830982,169.78839470551358,172.72984392682676,168.55129569569974,157.73900205082828,151.5104795886456,136.65014582084848,151.104594546057,152.47620525572222,165.35462206797752,173.03873121647058,162.26085598163888,162.61501978230928,155.625452029458,166.77839716488887,177.09401563576574
138.37691265581137,152.47002324190905,152.60436903120157,162.14160213170132,161.5896985332956,162.9940255464,163.3351988662308,162.40239727660662,158.00138651291235,156.13812010859672,155.13043802309724,163.12221542822016,165.05381492973842,158.29303402497192,156.06270385040037,160.71070571225883,156.80343391643547,163.86605049811712,171.06179459690452,161.9952709213177,159.3028616128344,155.94754903591573,149.01278967957066,158.35848051298484,166.10533893080114,176.77009031073143,180.77411043569597,182.0896686178412,186.9076889371376,184.9348616346236,188.4967906077787,184.60593044310673,193.10978468404454,191.98444007671776,191.3317672095305,200.24897616703333,210.31659581539301,193.01491140853307,178.10030721515238,191.62409171088765,168.69012485265583,174.41151024532866,166.9784877174081,161.90810016073198,176.84126343956697,178.76840429335218,179.46606964490326,176.2174125685674,190.40794233481387,181.85407995210673,177.58708409741573,196.461928720546,198.80756995396632,198.4743335048155,184.2526895494997,201.44218913011238,203.64307611851038,202.1431926615674,200.68230657940978,206.59540133401842,202.22985940567284,199.6784641979981,204.7257078572445,206.81376630104245,197.20342408259208,189.59929674121793,201.7086049682687,189.435188703177,183.75739812025773,186.14294846155934,164.1970664115,161.62433100154945,160.754880054924,139.8403065002143,137.7651160406308,135.93499310414416,127.58061619230769,137.95548093724236,144.56170507628102,149.9272050814674,144.30311728933145,141.9928064354518
158.74491378837638,170.2677867152865,166.89701888442696,176.4043370794719,169.27879846697294,166.28128056819844,165.51268585178738,165.59504691429618,161.657864199217,167.5738371201653,167.8044908824747,168.8954485782332,175.95125230600806,162.13040064799887,175.00088949210624,165.85300875415095,176.57060927321484,183.0290851303338,181.33895459259693,175.79885105444845,172.2858003152153,175.64943879088813,183.98394893618587,181.33939432640204,195.4744437790392,200.51917518521438,195.86298851297892,198.79024179241722,207.23910000619486,204.0582750324002,194.32725867591736,211.46706567833053,215.05937585044654,215.51388980499044,211.17001480180923,208.90523610368996,211.6318144385558,210.29963498987578,203.77520352219443,221.49265705564363,212.07739765805718,219.75020726906138,213.17762157638873,199.4963051001127,221.25622385565526,205.08620756784183,212.38596997068967,204.01626907356945,195.3769327649558,196.52746368040474,205.90087184839797,213.85723970487928,207.06085158863408,201.40899242191136,192.39534173718786,195.16641810804384,199.42580307316507,207.08669815202924,198.22477764102365,197.7523290937673,200.77919711717726,198.4733919294682,203.38707337821825,196.34788949367504,200.5324090357335,200.99397682524062,194.7744774190569,211.95064146254546,212.3680137671945,184.09228211158373,154.13273818747254,145.28114499963263,123.69272676457318,133.460886870358,136.68135941050184,142.31109900451466,153.2348756560164,149.3978421914246,148.99769039364392,145.61583330081746,158.19706473097764,155.42044592583082
