Intensity Sum,Unit,Category,Channel,Image,Time,TrackID,ID
41068,,Spot,1,Image 1,25,1001113935,1279672
29056,,Spot,1,Image 1,25,1001142234,1279691
36740,,Spot,1,Image 1,25,1001113998,1279710
30844,,Spot,1,Image 1,25,1001176735,1279733
31760,,Spot,1,Image 1,25,1001128123,1279743
32908,,Spot,1,Image 1,25,1001114033,1279755
33472,,Spot,1,Image 1,25,1001114083,1279784
34268,,Spot,1,Image 1,25,1001114155,1279855
35908,,Spot,1,Image 1,25,1001114212,1279908
34060,,Spot,1,Image 1,25,1001114228,1279909
36496,,Spot,1,Image 1,25,1001121359,1279924
33616,,Spot,1,Image 1,25,1001135639,1279936
34960,,Spot,1,Image 1,25,1001114259,1279953
31880,,Spot,1,Image 1,25,1001259625,1279956
46976,,Spot,1,Image 1,25,1001135666,1279974
35620,,Spot,1,Image 1,25,1001114859,1280503
38392,,Spot,1,Image 1,25,1001114914,1280561
39216,,Spot,1,Image 1,25,1001114932,1280575
34380,,Spot,1,Image 1,25,1001128992,1280597
38920,,Spot,1,Image 1,25,1001114970,1280605
45936,,Spot,1,Image 1,25,1001114996,1280633
24788,,Spot,1,Image 1,26,1001108722,1281608
28180,,Spot,1,Image 1,26,1001108880,1281785
40152,,Spot,1,Image 1,26,1001108915,1281797
34052,,Spot,1,Image 1,26,1001130236,1281807
35032,,Spot,1,Image 1,26,1001108958,1281844
29876,,Spot,1,Image 1,26,1001109002,1281878
29612,,Spot,1,Image 1,26,1001158314,1281905
34776,,Spot,1,Image 1,26,1001109104,1281950
23852,,Spot,1,Image 1,26,1001234048,1281968
29360,,Spot,1,Image 1,26,1001109146,1282000
28696,,Spot,1,Image 1,26,1001109241,1282085
27644,,Spot,1,Image 1,26,1001109298,1282150
20840,,Spot,1,Image 1,26,1001130700,1282244
30340,,Spot,1,Image 1,26,1001109419,1282245
31268,,Spot,1,Image 1,26,1001109441,1282265
26832,,Spot,1,Image 1,26,1001109487,1282301
31064,,Spot,1,Image 1,26,1001109538,1282343
24232,,Spot,1,Image 1,26,1001282372,1282372
29428,,Spot,1,Image 1,26,1001144970,1282373
34608,,Spot,1,Image 1,26,1001165762,1282384
27012,,Spot,1,Image 1,26,1001193006,1282445
21812,,Spot,1,Image 1,26,,1282476
28728,,Spot,1,Image 1,26,1001110105,1282829
30112,,Spot,1,Image 1,26,1001111580,1284152
27204,,Spot,1,Image 1,26,1001209582,1285098
30336,,Spot,1,Image 1,26,1001189025,1285165
38064,,Spot,1,Image 1,26,1001112749,1285270
34580,,Spot,1,Image 1,26,1001285396,1285396
30044,,Spot,1,Image 1,26,1001175961,1285670
31908,,Spot,1,Image 1,26,1001252465,1286292
31604,,Spot,1,Image 1,26,1001113852,1286299
30916,,Spot,1,Image 1,26,1001113875,1286316
31828,,Spot,1,Image 1,26,1001113839,1286318
31196,,Spot,1,Image 1,26,1001231626,1286366
37500,,Spot,1,Image 1,26,1001113891,1286369
31860,,Spot,1,Image 1,26,1001113909,1286377
37900,,Spot,1,Image 1,26,1001113935,1286396
28596,,Spot,1,Image 1,26,1001142234,1286431
35048,,Spot,1,Image 1,26,1001113998,1286449
31864,,Spot,1,Image 1,26,1001176735,1286475
32268,,Spot,1,Image 1,26,1001128123,1286483
31080,,Spot,1,Image 1,26,1001114033,1286493
37696,,Spot,1,Image 1,26,1001114083,1286523
35140,,Spot,1,Image 1,26,1001114970,1286539
29440,,Spot,1,Image 1,26,1001114155,1286590
38648,,Spot,1,Image 1,26,1001114212,1286636
34652,,Spot,1,Image 1,26,1001114228,1286639
39728,,Spot,1,Image 1,26,1001121359,1286655
33340,,Spot,1,Image 1,26,1001135639,1286665
36124,,Spot,1,Image 1,26,1001114259,1286676
26968,,Spot,1,Image 1,26,1001204224,1286685
32756,,Spot,1,Image 1,26,1001259625,1286686
43072,,Spot,1,Image 1,26,1001135666,1286710
35824,,Spot,1,Image 1,26,1001114859,1287256
43864,,Spot,1,Image 1,26,1001114914,1287313
42848,,Spot,1,Image 1,26,1001114932,1287329
34940,,Spot,1,Image 1,26,1001128992,1287350
30916,,Spot,1,Image 1,26,1001218842,1287385
47892,,Spot,1,Image 1,26,1001114996,1287387
23044,,Spot,1,Image 1,27,1001226103,1287792
24204,,Spot,1,Image 1,27,1001108722,1288356
28216,,Spot,1,Image 1,27,1001108880,1288536
39964,,Spot,1,Image 1,27,1001108915,1288553
30968,,Spot,1,Image 1,27,1001130236,1288560
36328,,Spot,1,Image 1,27,1001108958,1288596
37912,,Spot,1,Image 1,27,1001109002,1288631
28728,,Spot,1,Image 1,27,1001158314,1288654
34892,,Spot,1,Image 1,27,1001109104,1288703
23676,,Spot,1,Image 1,27,1001234048,1288707
28644,,Spot,1,Image 1,27,1001109146,1288746
28868,,Spot,1,Image 1,27,1001109241,1288847
29368,,Spot,1,Image 1,27,1001109298,1288916
21388,,Spot,1,Image 1,27,,1288982
31104,,Spot,1,Image 1,27,1001109419,1289009
29188,,Spot,1,Image 1,27,1001109441,1289041
27556,,Spot,1,Image 1,27,1001109487,1289076
32656,,Spot,1,Image 1,27,1001109538,1289122
24060,,Spot,1,Image 1,27,1001282372,1289153
30180,,Spot,1,Image 1,27,1001144970,1289154
33888,,Spot,1,Image 1,27,1001165762,1289162
27376,,Spot,1,Image 1,27,1001193006,1289229
20060,,Spot,1,Image 1,27,,1289284
27896,,Spot,1,Image 1,27,1001116942,1289288
29480,,Spot,1,Image 1,27,1001110105,1289611
29364,,Spot,1,Image 1,27,1001111580,1290991
27708,,Spot,1,Image 1,27,1001209582,1291937
32704,,Spot,1,Image 1,27,1001189025,1292005
38868,,Spot,1,Image 1,27,1001112749,1292116
33136,,Spot,1,Image 1,27,1001285396,1292251
32572,,Spot,1,Image 1,27,1001252465,1293124
38420,,Spot,1,Image 1,27,1001113852,1293131
33644,,Spot,1,Image 1,27,1001113875,1293147
37152,,Spot,1,Image 1,27,1001113839,1293150
35552,,Spot,1,Image 1,27,1001231626,1293199
41016,,Spot,1,Image 1,27,1001113891,1293203
30200,,Spot,1,Image 1,27,1001113909,1293206
33112,,Spot,1,Image 1,27,1001238529,1293218
41656,,Spot,1,Image 1,27,1001113935,1293231
30152,,Spot,1,Image 1,27,1001142234,1293266
37660,,Spot,1,Image 1,27,1001113998,1293285
34896,,Spot,1,Image 1,27,1001176735,1293313
28012,,Spot,1,Image 1,27,1001128123,1293317
31180,,Spot,1,Image 1,27,1001114033,1293330
38556,,Spot,1,Image 1,27,1001114970,1293386
31704,,Spot,1,Image 1,27,1001114155,1293443
41432,,Spot,1,Image 1,27,1001114212,1293478
32896,,Spot,1,Image 1,27,1001114228,1293486
42204,,Spot,1,Image 1,27,1001121359,1293502
31688,,Spot,1,Image 1,27,1001135639,1293516
39416,,Spot,1,Image 1,27,1001114259,1293524
28812,,Spot,1,Image 1,27,1001204224,1293531
32484,,Spot,1,Image 1,27,1001259625,1293532
38216,,Spot,1,Image 1,27,1001293555,1293555
37608,,Spot,1,Image 1,27,1001135666,1293559
33456,,Spot,1,Image 1,27,1001114859,1294074
40976,,Spot,1,Image 1,27,1001114914,1294128
46928,,Spot,1,Image 1,27,1001114932,1294145
33052,,Spot,1,Image 1,27,1001128992,1294168
36236,,Spot,1,Image 1,27,1001218842,1294204
48432,,Spot,1,Image 1,27,1001114996,1294206
20660,,Spot,1,Image 1,28,1001226103,1294621
27104,,Spot,1,Image 1,28,1001108722,1295191
41992,,Spot,1,Image 1,28,1001108915,1295386
34624,,Spot,1,Image 1,28,1001130236,1295393
35872,,Spot,1,Image 1,28,1001108958,1295433
30568,,Spot,1,Image 1,28,1001109002,1295463
29312,,Spot,1,Image 1,28,1001158314,1295476
24036,,Spot,1,Image 1,28,1001234048,1295500
33528,,Spot,1,Image 1,28,1001109104,1295526
28928,,Spot,1,Image 1,28,1001109146,1295572
30304,,Spot,1,Image 1,28,1001109241,1295666
28920,,Spot,1,Image 1,28,1001109298,1295730
24164,,Spot,1,Image 1,28,,1295787
29728,,Spot,1,Image 1,28,1001109419,1295812
32704,,Spot,1,Image 1,28,1001109441,1295840
29020,,Spot,1,Image 1,28,1001109487,1295872
32300,,Spot,1,Image 1,28,1001109538,1295926
24192,,Spot,1,Image 1,28,1001282372,1295950
26616,,Spot,1,Image 1,28,1001144970,1295955
29892,,Spot,1,Image 1,28,1001165762,1295967
27824,,Spot,1,Image 1,28,1001193006,1296026
19904,,Spot,1,Image 1,28,,1296068
21232,,Spot,1,Image 1,28,,1296091
26480,,Spot,1,Image 1,28,1001110105,1296438
28496,,Spot,1,Image 1,28,1001111580,1297800
28340,,Spot,1,Image 1,28,1001209582,1298734
30548,,Spot,1,Image 1,28,1001189025,1298809
33748,,Spot,1,Image 1,28,1001112749,1298930
35676,,Spot,1,Image 1,28,1001285396,1299064
29268,,Spot,1,Image 1,28,1001175961,1299307
33144,,Spot,1,Image 1,28,1001252465,1299912
36972,,Spot,1,Image 1,28,1001113852,1299923
26656,,Spot,1,Image 1,28,1001113875,1299936
34292,,Spot,1,Image 1,28,1001113839,1299942
35688,,Spot,1,Image 1,28,1001231626,1299991
40300,,Spot,1,Image 1,28,1001113891,1299995
31336,,Spot,1,Image 1,28,1001113909,1299996
34984,,Spot,1,Image 1,28,1001238529,1300002
36204,,Spot,1,Image 1,28,1001113935,1300020
30408,,Spot,1,Image 1,28,1001142234,1300048
34476,,Spot,1,Image 1,28,1001113998,1300067
29976,,Spot,1,Image 1,28,1001176735,1300082
31800,,Spot,1,Image 1,28,1001128123,1300092
36156,,Spot,1,Image 1,28,1001114033,1300102
35540,,Spot,1,Image 1,28,1001114970,1300157
35452,,Spot,1,Image 1,28,1001114155,1300209
33984,,Spot,1,Image 1,28,1001114212,1300240
34044,,Spot,1,Image 1,28,1001114228,1300244
42612,,Spot,1,Image 1,28,1001121359,1300269
32076,,Spot,1,Image 1,28,1001135639,1300275
37440,,Spot,1,Image 1,28,1001114259,1300288
33324,,Spot,1,Image 1,28,1001259625,1300298
39628,,Spot,1,Image 1,28,1001293555,1300315
41264,,Spot,1,Image 1,28,1001135666,1300320
35360,,Spot,1,Image 1,28,1001114859,1300826
40584,,Spot,1,Image 1,28,1001114914,1300885
46624,,Spot,1,Image 1,28,1001114932,1300900
34912,,Spot,1,Image 1,28,1001128992,1300926
51108,,Spot,1,Image 1,28,1001114996,1300957
23484,,Spot,1,Image 1,29,1001226103,1301357
21860,,Spot,1,Image 1,29,1001108722,1301906
26800,,Spot,1,Image 1,29,1001108880,1302080
42092,,Spot,1,Image 1,29,1001108915,1302098
35508,,Spot,1,Image 1,29,1001130236,1302109
37536,,Spot,1,Image 1,29,1001108958,1302148
32552,,Spot,1,Image 1,29,1001109002,1302183
29152,,Spot,1,Image 1,29,1001158314,1302204
27124,,Spot,1,Image 1,29,1001234048,1302230
35012,,Spot,1,Image 1,29,1001109104,1302258
28324,,Spot,1,Image 1,29,1001109146,1302300
27444,,Spot,1,Image 1,29,1001109241,1302402
29904,,Spot,1,Image 1,29,1001109298,1302482
22948,,Spot,1,Image 1,29,1001130700,1302559
25868,,Spot,1,Image 1,29,1001109419,1302560
31656,,Spot,1,Image 1,29,1001109441,1302588
27336,,Spot,1,Image 1,29,1001109487,1302609
32508,,Spot,1,Image 1,29,1001109538,1302672
29200,,Spot,1,Image 1,29,1001282372,1302691
29900,,Spot,1,Image 1,29,1001144970,1302703
30416,,Spot,1,Image 1,29,1001165762,1302715
26800,,Spot,1,Image 1,29,1001193006,1302782
24260,,Spot,1,Image 1,29,,1302819
28916,,Spot,1,Image 1,29,1001110105,1303162
28072,,Spot,1,Image 1,29,1001111580,1304492
28024,,Spot,1,Image 1,29,1001209582,1305421
31932,,Spot,1,Image 1,29,1001189025,1305492
35796,,Spot,1,Image 1,29,1001112749,1305610
32752,,Spot,1,Image 1,29,1001285396,1305737
29612,,Spot,1,Image 1,29,1001175961,1306018
29756,,Spot,1,Image 1,29,1001252465,1306595
35644,,Spot,1,Image 1,29,1001113852,1306606
33904,,Spot,1,Image 1,29,1001113839,1306624
35460,,Spot,1,Image 1,29,1001113875,1306625
34512,,Spot,1,Image 1,29,1001231626,1306675
40820,,Spot,1,Image 1,29,1001113891,1306685
29132,,Spot,1,Image 1,29,1001238529,1306693
31272,,Spot,1,Image 1,29,1001113909,1306694
37136,,Spot,1,Image 1,29,1001113935,1306707
30796,,Spot,1,Image 1,29,1001142234,1306744
38216,,Spot,1,Image 1,29,1001113998,1306763
35312,,Spot,1,Image 1,29,1001176735,1306775
30520,,Spot,1,Image 1,29,1001128123,1306788
32860,,Spot,1,Image 1,29,1001114033,1306804
38596,,Spot,1,Image 1,29,1001114970,1306840
32228,,Spot,1,Image 1,29,1001114155,1306896
31948,,Spot,1,Image 1,29,1001306921,1306921
34836,,Spot,1,Image 1,29,1001114212,1306926
41204,,Spot,1,Image 1,29,1001121359,1306951
31964,,Spot,1,Image 1,29,1001135639,1306954
37800,,Spot,1,Image 1,29,1001114259,1306966
34804,,Spot,1,Image 1,29,1001306967,1306967
33740,,Spot,1,Image 1,29,1001259625,1306974
36596,,Spot,1,Image 1,29,1001293555,1306994
39892,,Spot,1,Image 1,29,1001135666,1306997
32676,,Spot,1,Image 1,29,1001114859,1307512
39396,,Spot,1,Image 1,29,1001114914,1307570
46204,,Spot,1,Image 1,29,1001114932,1307585
31220,,Spot,1,Image 1,29,1001128992,1307607
43180,,Spot,1,Image 1,29,1001114996,1307637
34932,,Spot,1,Image 1,29,1001218842,1307638
24132,,Spot,1,Image 1,30,1001226103,1308035
27364,,Spot,1,Image 1,30,1001108722,1308562
28116,,Spot,1,Image 1,30,1001108880,1308734
42128,,Spot,1,Image 1,30,1001108915,1308752
32608,,Spot,1,Image 1,30,1001130236,1308761
37116,,Spot,1,Image 1,30,1001108958,1308795
33852,,Spot,1,Image 1,30,1001109002,1308824
29036,,Spot,1,Image 1,30,1001158314,1308842
25736,,Spot,1,Image 1,30,1001234048,1308856
36108,,Spot,1,Image 1,30,1001109104,1308894
28668,,Spot,1,Image 1,30,1001109146,1308936
29216,,Spot,1,Image 1,30,1001109241,1309038
29720,,Spot,1,Image 1,30,1001109298,1309116
22352,,Spot,1,Image 1,30,,1309189
22736,,Spot,1,Image 1,30,1001130700,1309204
31424,,Spot,1,Image 1,30,1001109419,1309206
34400,,Spot,1,Image 1,30,1001109441,1309239
28392,,Spot,1,Image 1,30,1001109487,1309268
30660,,Spot,1,Image 1,30,1001109538,1309329
30228,,Spot,1,Image 1,30,1001282372,1309338
26920,,Spot,1,Image 1,30,1001144970,1309349
30004,,Spot,1,Image 1,30,1001165762,1309363
26960,,Spot,1,Image 1,30,1001193006,1309417
19700,,Spot,1,Image 1,30,,1309470
24332,,Spot,1,Image 1,30,1001116942,1309483
25312,,Spot,1,Image 1,30,1001110105,1309785
30260,,Spot,1,Image 1,30,1001111580,1311121
29680,,Spot,1,Image 1,30,1001209582,1312039
31340,,Spot,1,Image 1,30,1001189025,1312104
34216,,Spot,1,Image 1,30,1001112749,1312210
34584,,Spot,1,Image 1,30,1001285396,1312334
27432,,Spot,1,Image 1,30,1001175961,1312594
30944,,Spot,1,Image 1,30,1001252465,1313208
33432,,Spot,1,Image 1,30,1001113852,1313210
29048,,Spot,1,Image 1,30,1001113875,1313229
35876,,Spot,1,Image 1,30,1001113839,1313236
34844,,Spot,1,Image 1,30,1001231626,1313279
38300,,Spot,1,Image 1,30,1001113891,1313288
29500,,Spot,1,Image 1,30,1001113909,1313298
32064,,Spot,1,Image 1,30,1001238529,1313303
35056,,Spot,1,Image 1,30,1001113935,1313312
28448,,Spot,1,Image 1,30,1001142234,1313336
39312,,Spot,1,Image 1,30,1001113998,1313356
34876,,Spot,1,Image 1,30,1001176735,1313371
33748,,Spot,1,Image 1,30,1001128123,1313385
30024,,Spot,1,Image 1,30,1001114033,1313396
32504,,Spot,1,Image 1,30,1001114083,1313421
35936,,Spot,1,Image 1,30,1001114155,1313489
34436,,Spot,1,Image 1,30,1001306921,1313507
38544,,Spot,1,Image 1,30,1001114212,1313520
42120,,Spot,1,Image 1,30,1001114228,1313536
43124,,Spot,1,Image 1,30,1001121359,1313552
33456,,Spot,1,Image 1,30,1001135639,1313559
33584,,Spot,1,Image 1,30,1001306967,1313575
33008,,Spot,1,Image 1,30,1001114259,1313576
34832,,Spot,1,Image 1,30,1001259625,1313578
45112,,Spot,1,Image 1,30,1001293555,1313599
43132,,Spot,1,Image 1,30,1001135666,1313601
35084,,Spot,1,Image 1,30,1001114859,1314108
40820,,Spot,1,Image 1,30,1001114914,1314158
45516,,Spot,1,Image 1,30,1001114932,1314171
36800,,Spot,1,Image 1,30,1001128992,1314194
39100,,Spot,1,Image 1,30,1001114970,1314199
42240,,Spot,1,Image 1,30,1001114996,1314227
37128,,Spot,1,Image 1,30,1001218842,1314229
28444,,Spot,1,Image 1,31,1001226103,1314638
25336,,Spot,1,Image 1,31,1001108722,1315191
28904,,Spot,1,Image 1,31,1001108880,1315365
42304,,Spot,1,Image 1,31,1001108915,1315387
36472,,Spot,1,Image 1,31,1001130236,1315396
39036,,Spot,1,Image 1,31,1001108958,1315422
31780,,Spot,1,Image 1,31,1001109002,1315449
25860,,Spot,1,Image 1,31,1001234048,1315484
32692,,Spot,1,Image 1,31,1001109104,1315529
27880,,Spot,1,Image 1,31,1001109146,1315583
27152,,Spot,1,Image 1,31,1001109241,1315664
27560,,Spot,1,Image 1,31,1001109298,1315745
20916,,Spot,1,Image 1,31,,1315802
31068,,Spot,1,Image 1,31,1001109419,1315823
21396,,Spot,1,Image 1,31,1001130700,1315826
36112,,Spot,1,Image 1,31,1001109441,1315855
27932,,Spot,1,Image 1,31,1001109487,1315890
28852,,Spot,1,Image 1,31,1001109538,1315945
37776,,Spot,1,Image 1,31,1001282372,1315951
29996,,Spot,1,Image 1,31,1001144970,1315966
27956,,Spot,1,Image 1,31,1001165762,1315986
23788,,Spot,1,Image 1,31,1001193006,1316033
21880,,Spot,1,Image 1,31,,1316089
27624,,Spot,1,Image 1,31,1001116942,1316096
29444,,Spot,1,Image 1,31,1001110105,1316428
29704,,Spot,1,Image 1,31,1001111580,1317760
29440,,Spot,1,Image 1,31,1001209582,1318684
31220,,Spot,1,Image 1,31,1001189025,1318751
31008,,Spot,1,Image 1,31,1001112749,1318865
35372,,Spot,1,Image 1,31,1001285396,1318992
29816,,Spot,1,Image 1,31,1001175961,1319246
31308,,Spot,1,Image 1,31,1001252465,1319843
27724,,Spot,1,Image 1,31,1001319846,1319846
32372,,Spot,1,Image 1,31,1001113852,1319850
30128,,Spot,1,Image 1,31,1001113875,1319866
33016,,Spot,1,Image 1,31,1001113839,1319875
32008,,Spot,1,Image 1,31,1001231626,1319922
30264,,Spot,1,Image 1,31,1001238529,1319930
36872,,Spot,1,Image 1,31,1001113891,1319931
32248,,Spot,1,Image 1,31,1001113909,1319936
40088,,Spot,1,Image 1,31,1001113935,1319950
28768,,Spot,1,Image 1,31,1001142234,1319979
36320,,Spot,1,Image 1,31,1001113998,1319998
33312,,Spot,1,Image 1,31,1001176735,1320015
30552,,Spot,1,Image 1,31,1001128123,1320024
31856,,Spot,1,Image 1,31,1001114033,1320037
35552,,Spot,1,Image 1,31,1001114155,1320138
29032,,Spot,1,Image 1,31,1001306921,1320160
38620,,Spot,1,Image 1,31,1001114212,1320173
34636,,Spot,1,Image 1,31,1001121359,1320198
35656,,Spot,1,Image 1,31,1001135639,1320201
37496,,Spot,1,Image 1,31,1001114259,1320217
34768,,Spot,1,Image 1,31,1001306967,1320222
29636,,Spot,1,Image 1,31,1001204224,1320223
31560,,Spot,1,Image 1,31,1001259625,1320225
42952,,Spot,1,Image 1,31,1001293555,1320245
35420,,Spot,1,Image 1,31,1001135666,1320259
37252,,Spot,1,Image 1,31,1001114859,1320763
36520,,Spot,1,Image 1,31,1001114914,1320815
39096,,Spot,1,Image 1,31,1001114932,1320828
30812,,Spot,1,Image 1,31,1001128992,1320848
40356,,Spot,1,Image 1,31,1001114970,1320851
37172,,Spot,1,Image 1,31,1001218842,1320880
41988,,Spot,1,Image 1,31,1001114996,1320881
26280,,Spot,1,Image 1,32,1001226103,1321272
26108,,Spot,1,Image 1,32,1001108722,1321829
28540,,Spot,1,Image 1,32,1001108880,1322016
41688,,Spot,1,Image 1,32,1001108915,1322033
36816,,Spot,1,Image 1,32,1001130236,1322048
40136,,Spot,1,Image 1,32,1001108958,1322085
32944,,Spot,1,Image 1,32,1001109002,1322118
26556,,Spot,1,Image 1,32,1001158314,1322135
27128,,Spot,1,Image 1,32,1001234048,1322147
31744,,Spot,1,Image 1,32,1001109104,1322185
30868,,Spot,1,Image 1,32,1001109146,1322228
27280,,Spot,1,Image 1,32,1001109241,1322319
30652,,Spot,1,Image 1,32,1001109298,1322399
18420,,Spot,1,Image 1,32,,1322459
29808,,Spot,1,Image 1,32,1001109419,1322477
22844,,Spot,1,Image 1,32,1001130700,1322479
36876,,Spot,1,Image 1,32,1001109441,1322509
29636,,Spot,1,Image 1,32,1001109487,1322534
33108,,Spot,1,Image 1,32,1001109538,1322591
37876,,Spot,1,Image 1,32,1001282372,1322599
30148,,Spot,1,Image 1,32,1001144970,1322619
27544,,Spot,1,Image 1,32,1001165762,1322634
26848,,Spot,1,Image 1,32,1001193006,1322683
23832,,Spot,1,Image 1,32,,1322724
20912,,Spot,1,Image 1,32,,1322751
24504,,Spot,1,Image 1,32,1001116942,1322755
27508,,Spot,1,Image 1,32,1001110105,1323070
30052,,Spot,1,Image 1,32,1001111580,1324389
30408,,Spot,1,Image 1,32,1001209582,1325321
28872,,Spot,1,Image 1,32,1001189025,1325382
29056,,Spot,1,Image 1,32,1001112749,1325490
35704,,Spot,1,Image 1,32,1001285396,1325618
28308,,Spot,1,Image 1,32,1001175961,1325868
33932,,Spot,1,Image 1,32,1001252465,1326477
36220,,Spot,1,Image 1,32,1001319846,1326479
39092,,Spot,1,Image 1,32,1001113852,1326481
34856,,Spot,1,Image 1,32,1001113839,1326496
31488,,Spot,1,Image 1,32,1001113875,1326497
34788,,Spot,1,Image 1,32,1001231626,1326550
32440,,Spot,1,Image 1,32,1001113891,1326557
29448,,Spot,1,Image 1,32,1001113909,1326559
42320,,Spot,1,Image 1,32,1001113935,1326579
31544,,Spot,1,Image 1,32,1001142234,1326608
36280,,Spot,1,Image 1,32,1001113998,1326627
37400,,Spot,1,Image 1,32,1001176735,1326646
34924,,Spot,1,Image 1,32,1001128123,1326658
37740,,Spot,1,Image 1,32,1001114033,1326672
33924,,Spot,1,Image 1,32,1001114155,1326774
29008,,Spot,1,Image 1,32,1001306921,1326797
38036,,Spot,1,Image 1,32,1001114212,1326811
43352,,Spot,1,Image 1,32,1001121359,1326831
32448,,Spot,1,Image 1,32,1001135639,1326833
41524,,Spot,1,Image 1,32,1001114259,1326847
33356,,Spot,1,Image 1,32,1001306967,1326849
28996,,Spot,1,Image 1,32,1001204224,1326854
33304,,Spot,1,Image 1,32,1001259625,1326855
49652,,Spot,1,Image 1,32,1001293555,1326877
36176,,Spot,1,Image 1,32,1001114859,1327379
40052,,Spot,1,Image 1,32,1001114914,1327441
47100,,Spot,1,Image 1,32,1001114932,1327451
34940,,Spot,1,Image 1,32,1001128992,1327478
40828,,Spot,1,Image 1,32,1001114970,1327483
44972,,Spot,1,Image 1,32,1001114996,1327517
34964,,Spot,1,Image 1,32,1001218842,1327518
22192,,Spot,1,Image 1,33,1001226103,1327932
24188,,Spot,1,Image 1,33,1001108722,1328498
28480,,Spot,1,Image 1,33,1001108880,1328685
41556,,Spot,1,Image 1,33,1001108915,1328706
31168,,Spot,1,Image 1,33,1001130236,1328715
36060,,Spot,1,Image 1,33,1001108958,1328752
35160,,Spot,1,Image 1,33,1001109002,1328776
27860,,Spot,1,Image 1,33,1001234048,1328801
33184,,Spot,1,Image 1,33,1001109104,1328851
33320,,Spot,1,Image 1,33,1001109146,1328898
29824,,Spot,1,Image 1,33,1001109241,1328982
30896,,Spot,1,Image 1,33,1001109298,1329052
21548,,Spot,1,Image 1,33,,1329113
30508,,Spot,1,Image 1,33,1001109419,1329132
23052,,Spot,1,Image 1,33,1001130700,1329136
35648,,Spot,1,Image 1,33,1001109441,1329159
32096,,Spot,1,Image 1,33,1001109487,1329188
30636,,Spot,1,Image 1,33,1001109538,1329243
39916,,Spot,1,Image 1,33,1001282372,1329248
29364,,Spot,1,Image 1,33,1001144970,1329255
26244,,Spot,1,Image 1,33,1001165762,1329274
25348,,Spot,1,Image 1,33,1001193006,1329332
22940,,Spot,1,Image 1,33,,1329386
21708,,Spot,1,Image 1,33,,1329400
26872,,Spot,1,Image 1,33,1001110105,1329738
29140,,Spot,1,Image 1,33,1001111580,1331072
28584,,Spot,1,Image 1,33,1001209582,1331991
28900,,Spot,1,Image 1,33,1001189025,1332060
33568,,Spot,1,Image 1,33,1001112749,1332162
31044,,Spot,1,Image 1,33,1001285396,1332287
27504,,Spot,1,Image 1,33,1001175961,1332534
38456,,Spot,1,Image 1,33,1001319846,1333116
30956,,Spot,1,Image 1,33,1001252465,1333117
38600,,Spot,1,Image 1,33,1001113852,1333120
35848,,Spot,1,Image 1,33,1001113839,1333141
35044,,Spot,1,Image 1,33,1001231626,1333193
31884,,Spot,1,Image 1,33,1001113909,1333194
27496,,Spot,1,Image 1,33,1001238529,1333198
38392,,Spot,1,Image 1,33,1001113891,1333204
36820,,Spot,1,Image 1,33,1001113935,1333221
31220,,Spot,1,Image 1,33,1001142234,1333243
36692,,Spot,1,Image 1,33,1001113998,1333254
35268,,Spot,1,Image 1,33,1001176735,1333271
31616,,Spot,1,Image 1,33,1001128123,1333287
28424,,Spot,1,Image 1,33,1001114033,1333302
36752,,Spot,1,Image 1,33,1001114155,1333404
33636,,Spot,1,Image 1,33,1001306921,1333415
43100,,Spot,1,Image 1,33,1001114212,1333435
40992,,Spot,1,Image 1,33,1001121359,1333460
33020,,Spot,1,Image 1,33,1001135639,1333463
42900,,Spot,1,Image 1,33,1001114259,1333479
35268,,Spot,1,Image 1,33,1001306967,1333483
30692,,Spot,1,Image 1,33,1001204224,1333490
35692,,Spot,1,Image 1,33,1001259625,1333492
41712,,Spot,1,Image 1,33,1001293555,1333512
36184,,Spot,1,Image 1,33,1001114859,1334004
38708,,Spot,1,Image 1,33,1001114914,1334064
48244,,Spot,1,Image 1,33,1001114932,1334074
41444,,Spot,1,Image 1,33,1001114970,1334106
47356,,Spot,1,Image 1,33,1001114996,1334134
38012,,Spot,1,Image 1,33,1001218842,1334135
23540,,Spot,1,Image 1,34,1001226103,1334530
28816,,Spot,1,Image 1,34,1001108722,1335054
27156,,Spot,1,Image 1,34,1001108880,1335216
38604,,Spot,1,Image 1,34,1001108915,1335238
34084,,Spot,1,Image 1,34,1001130236,1335251
39724,,Spot,1,Image 1,34,1001108958,1335289
33396,,Spot,1,Image 1,34,1001109002,1335317
24116,,Spot,1,Image 1,34,1001234048,1335346
31856,,Spot,1,Image 1,34,1001109104,1335397
31424,,Spot,1,Image 1,34,1001109146,1335434
28404,,Spot,1,Image 1,34,1001109241,1335518
26220,,Spot,1,Image 1,34,1001109298,1335607
21328,,Spot,1,Image 1,34,,1335668
29576,,Spot,1,Image 1,34,1001109419,1335688
22588,,Spot,1,Image 1,34,1001130700,1335689
31664,,Spot,1,Image 1,34,1001109441,1335717
29652,,Spot,1,Image 1,34,1001109487,1335751
29804,,Spot,1,Image 1,34,1001109538,1335802
36204,,Spot,1,Image 1,34,1001282372,1335813
28148,,Spot,1,Image 1,34,1001144970,1335825
29540,,Spot,1,Image 1,34,1001165762,1335846
23268,,Spot,1,Image 1,34,1001193006,1335895
19868,,Spot,1,Image 1,34,,1335924
21096,,Spot,1,Image 1,34,,1335957
29292,,Spot,1,Image 1,34,1001110105,1336260
