X,Y,Lr,Ch,Density,DoC,D1_D2,Lr_rAboveThresh
16676.51,27794.123,1253463.34744938,2,0.0358098621956765,0.269597177326964,0.0342183127647575,1
16689.322,27797.326,1180096.72342953,2,0.0318309886183791,0.377960978302398,0.0294436644720006,1
16797.134,27728.119,597565.204391766,2,0.00875352187005424,0.838817683305898,0.00636619772367581,1
16771.298,27736.542,499958.919762255,2,0.00636619772367581,0.514921474022228,0.00636619772367581,1
16755.42,27740.205,626731.67372469,2,0.00954929658551372,0.334869333221303,0.00954929658551372,1
17054.793,28589.185,462872.016976468,2,0.00557042300821634,-0.232751602835814,0.00557042300821634,1
16757.766,27714.539,377933.419268407,2,0.00397887357729738,0.505069508114059,0.00397887357729738,1
17018.235,28586.533,188966.709634203,2,0.00159154943091895,-0.219945533788669,0.00159154943091895,1
17092.594,28574.061,707048.684957184,2,0.0119366207318921,-0.272779090227389,0.0119366207318921,1
17110.871,28609.995,0,2,0.000795774715459477,0,0.000795774715459477,0
16760.449,27734.365,654599.884051111,2,0.0103450713009732,0.426985525991517,0.0103450713009732,1
17078.41,28597.531,377933.419268407,2,0.00397887357729738,-0.220025414681264,0.00397887357729738,1
16788.192,27730.921,534478.567203418,2,0.00716197243913529,0.783149915141791,0.00636619772367581,1
17059.637,28596.196,327299.942025555,2,0.00318309886183791,-0.229923528691946,0.00318309886183791,1
16808.73,27747.121,534478.567203418,2,0.00716197243913529,0.839209963255127,0.00397887357729738,1
17085.488,28586.785,566900.12890261,2,0.00795774715459477,-0.251926392698817,0.00795774715459477,1
17061.941,28573.496,779129.703547243,2,0.0143239448782706,-0.27129455906464,0.0143239448782706,1
17059.864,28580.379,597565.204391766,2,0.00875352187005424,-0.253395481614702,0.00875352187005424,1
16746.18,27763.766,534478.567203418,2,0.00716197243913529,0.295089571531255,0.00716197243913529,1
16763.415,27734.419,626731.67372469,2,0.00954929658551372,0.450089534331739,0.00954929658551372,1
17031.951,28595.685,188966.709634203,2,0.00159154943091895,-0.200839182687121,0.00159154943091895,1
17077.578,28586.639,626731.67372469,2,0.00954929658551372,-0.251475674906755,0.00954929658551372,1
17092.651,28570.107,755866.838536813,2,0.0135281701628111,-0.288610188938568,0.0135281701628111,1
16739.457,27749.798,597565.204391766,2,0.00875352187005424,0.200471149064179,0.00875352187005424,1
16778.797,27765.356,188966.709634203,2,0.00159154943091895,0.614897293692803,0.00159154943091895,1
16763.174,27751.225,597565.204391766,2,0.00875352187005424,0.383373273404593,0.00875352187005424,1
17052.28,28557.497,823686.790988886,2,0.0159154943091895,-0.293242348117628,0.0159154943091895,1
17052.252,28559.474,823686.790988886,2,0.0159154943091895,-0.292103214685839,0.0159154943091895,1
16756.707,27719.463,462872.016976468,2,0.00557042300821634,0.47328824059334,0.00557042300821634,1
16685.963,27755.734,566900.12890261,2,0.00795774715459477,-0.120453373628544,0.00795774715459477,1
16767.314,27738.446,499958.919762255,2,0.00636619772367581,0.483856258602381,0.00636619772367581,1
16745.433,27746.942,654599.884051111,2,0.0103450713009732,0.245351922678879,0.0103450713009732,1
17048.396,28552.481,779129.703547243,2,0.0143239448782706,-0.307768119060864,0.0143239448782706,1
16307.011,28937.302,0,2,0.000795774715459477,0,0.000795774715459477,0
18989.768,27391.815,499958.919762255,2,0.00636619772367581,0.851610871683255,0.00477464829275686,1
18979.937,27387.678,534478.567203418,2,0.00716197243913529,0.684220481251241,0.00716197243913529,1
18991.055,27371.074,499958.919762255,2,0.00636619772367581,0.717355227919068,0.00636619772367581,1
19030.366,27388.608,731864.919400882,2,0.0127323954473516,0.870954410966294,0.00159154943091895,1
18989.939,27379.952,597565.204391766,2,0.00875352187005424,0.827242232488195,0.00716197243913529,1
18991.874,27382.954,597565.204391766,2,0.00875352187005424,0.842220590859195,0.00716197243913529,1
19042.09,27398.713,707048.684957184,2,0.0119366207318921,0.85287615079919,0.00159154943091895,1
18976.152,27375.743,534478.567203418,2,0.00716197243913529,0.566996063525679,0.00716197243913529,1
18978.045,27381.711,534478.567203418,2,0.00716197243913529,0.651604617270389,0.00716197243913529,1
16950.761,26396.052,327299.942025555,2,0.00318309886183791,0.817035572992122,0.000795774715459477,1
16205.207,28932.458,188966.709634203,2,0.00159154943091895,-0.441054428037897,0.00159154943091895,1
16257.315,28954.184,0,2,0.000795774715459477,0,0.000795774715459477,0
16215.984,28939.578,188966.709634203,2,0.00159154943091895,-0.421558406708806,0.00159154943091895,1
16295.514,28911.38,0,2,0.000795774715459477,0,0.000795774715459477,0
16201.744,28967.002,0,2,0.000795774715459477,0,0.000795774715459477,0
18864.271,27935.327,188966.709634203,2,0.00159154943091895,0.0371028671954025,0.00159154943091895,1
18902.437,27963.717,0,2,0.000795774715459477,0,0.000795774715459477,0
18863.126,27946.183,327299.942025555,2,0.00318309886183791,0.330564980472091,0.00238732414637843,1
18813.218,27977.893,731864.919400882,2,0.0127323954473516,0.532434647860802,0.00238732414637843,1
18843.407,27941.864,0,2,0.000795774715459477,0,0.000795774715459477,0
18875.838,27956.305,267239.283601709,2,0.00238732414637843,0.164600189887106,0.00159154943091895,1
18819.505,27953.289,327299.942025555,2,0.00318309886183791,0.579043534758249,0.00159154943091895,1
17100.438,28509.933,626731.67372469,2,0.00954929658551372,-0.379771122851797,0.00954929658551372,1
16652.736,27796.651,963544.939844225,2,0.0214859173174059,-0.0755844895093404,0.0214859173174059,1
16696.315,27792.511,925744.033952937,2,0.0198943678864869,0.430339963395475,0.018302818455568,1
16683.843,27765.583,534478.567203418,2,0.00716197243913529,-0.0661200977177101,0.00716197243913529,1
16660.845,27782.957,944833.548171017,2,0.0206901426019464,-0.10372443612815,0.0206901426019464,1
16710.92,27808.601,681329.160941835,2,0.0111408460164327,0.519568963437895,0.00954929658551372,1
16658.163,27763.132,377933.419268407,2,0.00397887357729738,-0.308482786693272,0.00397887357729738,1
16619.202,27790.1,422542.408226543,2,0.00477464829275686,-0.363775169444935,0.00397887357729738,1
18780.303,27997.063,626731.67372469,2,0.00954929658551372,0.490778450625262,0.000795774715459477,1
18118.055,25486.113,499958.919762255,2,0.00636619772367581,-0.462518134254628,0.00636619772367581,1
19052.567,26048.184,801717.850805127,2,0.0151197195937301,0.674174263306995,0.00159154943091895,1
16850.373,27739.978,886332.432950245,2,0.018302818455568,0.723029432928776,0.000795774715459477,1
16829.821,27724.767,779129.703547243,2,0.0143239448782706,0.838435478316959,0.00159154943091895,1
16875.022,27745.377,626731.67372469,2,0.00954929658551372,0.797779164062505,0.00159154943091895,1
16883.695,27761.358,499958.919762255,2,0.00636619772367581,0.817224350335321,0.00238732414637843,1
16910.435,27758.884,422542.408226543,2,0.00477464829275686,0.419789487316065,0.00397887357729738,1
14944.821,24956.92,801717.850805127,2,0.0151197195937301,0.636152361890732,0.00954929658551372,1
14935.879,24959.721,731864.919400882,2,0.0127323954473516,0.578855115416271,0.00875352187005424,1
14975.161,24979.233,462872.016976468,2,0.00557042300821634,0.637087296311712,0.00477464829275686,1
14951.487,24974.841,779129.703547243,2,0.0143239448782706,0.597032087109919,0.0135281701628111,1
14945.724,24962.869,845084.816453086,2,0.016711269024649,0.666310853870061,0.0111408460164327,1
14956.544,24967.024,845084.816453086,2,0.016711269024649,0.610988781029297,0.0119366207318921,1
14942.403,24987.528,534478.567203418,2,0.00716197243913529,0.366863004961202,0.00716197243913529,1
14941.315,24994.43,422542.408226543,2,0.00477464829275686,0.320830969699903,0.00477464829275686,1
14923.956,24963.457,534478.567203418,2,0.00716197243913529,0.405085934553981,0.00557042300821634,1
14962.449,24969.111,681329.160941835,2,0.0111408460164327,0.578982883770093,0.00875352187005424,1
14939.791,24962.76,779129.703547243,2,0.0143239448782706,0.597680018020792,0.0103450713009732,1
14964.54,24961.239,681329.160941835,2,0.0111408460164327,0.704347963912691,0.00557042300821634,1
14971.305,24972.24,566900.12890261,2,0.00795774715459477,0.63614978678318,0.00716197243913529,1
14934.734,24970.577,681329.160941835,2,0.0111408460164327,0.496059642535843,0.0103450713009732,1
14940.823,24959.812,801717.850805127,2,0.0151197195937301,0.609972759590257,0.0103450713009732,1
14963.253,24981.98,534478.567203418,2,0.00716197243913529,0.577958277058583,0.00636619772367581,1
14946.273,24993.533,462872.016976468,2,0.00557042300821634,0.321204724241543,0.00557042300821634,1
14942.63,24971.712,731864.919400882,2,0.0127323954473516,0.545280956618473,0.0111408460164327,1
14973.482,24958.437,534478.567203418,2,0.00716197243913529,0.666152388380474,0.00397887357729738,1
14965.202,24983.994,534478.567203418,2,0.00716197243913529,0.482944116995638,0.00636619772367581,1
14939.635,24973.634,707048.684957184,2,0.0119366207318921,0.517016246618926,0.0111408460164327,1
18359.643,26984.669,462872.016976468,2,0.00557042300821634,-0.408219966778845,0.00557042300821634,1
18710.503,24796.957,422542.408226543,2,0.00477464829275686,0.681946709019738,0.00477464829275686,1
18693.371,24750.167,188966.709634203,2,0.00159154943091895,0.85589868567195,0.000795774715459477,1
18204.089,25349.266,0,2,0.000795774715459477,0,0.000795774715459477,0
16014.984,29023.876,0,2,0.000795774715459477,0,0.000795774715459477,0
18715.882,24835.62,0,2,0.000795774715459477,0,0.000795774715459477,0
18186.447,25338.064,188966.709634203,2,0.00159154943091895,-0.0556545629244764,0.00159154943091895,1
18164.381,25359.411,188966.709634203,2,0.00159154943091895,-0.141284668357962,0.00159154943091895,1
18179.27,25355.73,267239.283601709,2,0.00238732414637843,-0.1155805073976,0.00238732414637843,1
18718.356,24801.058,422542.408226543,2,0.00477464829275686,0.559234135746297,0.00477464829275686,1
16731.831,27729.882,534478.567203418,2,0.00716197243913529,0.144905789079529,0.00716197243913529,1
18753.925,24803.691,0,2,0.000795774715459477,0,0.000795774715459477,0
16672.205,27749.547,499958.919762255,2,0.00636619772367581,-0.247051666393921,0.00636619772367581,1
16790.988,27742.838,499958.919762255,2,0.00636619772367581,0.880315302342788,0.00557042300821634,1
18725.902,24757.689,188966.709634203,2,0.00159154943091895,0.793467088241703,0.00159154943091895,1
18774.775,24798.143,0,2,0.000795774715459477,0,0.000795774715459477,0
18652.036,24804.779,188966.709634203,2,0.00159154943091895,0.845762465876274,0.000795774715459477,1
18758.277,24776.085,188966.709634203,2,0.00159154943091895,0.549299045434668,0.000795774715459477,1
18678.847,24797.363,267239.283601709,2,0.00238732414637843,0.937596590733918,0.00159154943091895,1
18719.544,24787.236,422542.408226543,2,0.00477464829275686,0.580441182534587,0.00477464829275686,1
16746.45,27744.983,681329.160941835,2,0.0111408460164327,0.239736041569863,0.0111408460164327,1
14507.977,27622.621,0,2,0.000795774715459477,0,0.000795774715459477,0
16692.037,27745.958,422542.408226543,2,0.00477464829275686,-0.102098596330075,0.00477464829275686,1
16728.978,27721.918,534478.567203418,2,0.00716197243913529,0.149306042701782,0.00716197243913529,1
16703.704,27760.016,377933.419268407,2,0.00397887357729738,0.0214181784590507,0.00397887357729738,1
16735.445,27753.68,566900.12890261,2,0.00795774715459477,0.180912445747105,0.00795774715459477,1
18986.955,28139.308,267239.283601709,2,0.00238732414637843,0.890117706477808,0.000795774715459477,1
18989.609,28161.11,422542.408226543,2,0.00477464829275686,0.835964224874475,0.00318309886183791,1
16740.815,27724.114,534478.567203418,2,0.00716197243913529,0.261189251897445,0.00716197243913529,1
19033.031,28167.844,681329.160941835,2,0.0111408460164327,0.45408768846214,0.0111408460164327,1
16721.914,27731.676,462872.016976468,2,0.00557042300821634,0.175517148234535,0.00557042300821634,1
16685.399,27726.059,377933.419268407,2,0.00397887357729738,-0.140705090701327,0.00397887357729738,1
17078.287,28537.211,1035013.29484182,2,0.0246690161792438,-0.338642715416303,0.0246690161792438,1
16711.364,27708.739,377933.419268407,2,0.00397887357729738,0.0267066305853596,0.00397887357729738,1
17081.168,28543.197,944833.548171017,2,0.0206901426019464,-0.325106343687139,0.0206901426019464,1
16744.274,27758.787,566900.12890261,2,0.00795774715459477,0.267414045541924,0.00795774715459477,1
17057.437,28542.759,1085531.10160384,2,0.0270563403256222,-0.32548571484115,0.0270563403256222,1
17101.029,28537.63,845084.816453086,2,0.016711269024649,-0.339239246372613,0.016711269024649,1
16718.735,27746.45,422542.408226543,2,0.00477464829275686,0.180693066067039,0.00477464829275686,1
16772.981,27688.121,188966.709634203,2,0.00159154943091895,0.827384600581948,0.000795774715459477,1
16711.179,27721.59,534478.567203418,2,0.00716197243913529,0.0230409100338535,0.00716197243913529,1
16733.695,27737.826,626731.67372469,2,0.00954929658551372,0.170343661916285,0.00954929658551372,1
16752.354,27747.07,681329.160941835,2,0.0111408460164327,0.276368499568239,0.0111408460164327,1
16695.344,27722.287,422542.408226543,2,0.00477464829275686,-0.0983976253637796,0.00477464829275686,1
15224.692,24752.452,566900.12890261,2,0.00795774715459477,0.166368229355322,0.00716197243913529,1
15243.494,24751.81,534478.567203418,2,0.00716197243913529,0.435746111215324,0.00477464829275686,1
15201.666,24771.804,566900.12890261,2,0.00795774715459477,-0.566853688695984,0.00795774715459477,1
15221.712,24753.386,534478.567203418,2,0.00716197243913529,0.136043164583806,0.00636619772367581,1
15171.425,24742.57,499958.919762255,2,0.00636619772367581,-0.831103369991314,0.00636619772367581,1
15176.975,24769.371,1017616.87444212,2,0.0238732414637843,-0.85152645216101,0.0238732414637843,1
15145.418,24762.856,1239137.58156592,2,0.035014087480217,-0.729378135250208,0.035014087480217,1
15191.243,24739.969,499958.919762255,2,0.00636619772367581,-0.734154903993265,0.00636619772367581,1
15159.403,24753.226,779129.703547243,2,0.0143239448782706,-0.790515222847086,0.0143239448782706,1
15250.188,24767.754,377933.419268407,2,0.00397887357729738,0.596665854136528,0.00238732414637843,1
18967.466,27360.75,267239.283601709,2,0.00238732414637843,0.556178315584598,0.00238732414637843,1
18980.178,27370.873,534478.567203418,2,0.00716197243913529,0.577549237797999,0.00716197243913529,1
15181.143,24754.615,707048.684957184,2,0.0119366207318921,-0.836315626030403,0.0119366207318921,1
15193.444,24793.406,626731.67372469,2,0.00954929658551372,-0.681494286076192,0.00954929658551372,1
15190.084,24751.814,597565.204391766,2,0.00875352187005424,-0.767862660207661,0.00875352187005424,1
15183.4,24804.098,654599.884051111,2,0.0103450713009732,-0.655578937676078,0.0103450713009732,1
18914.638,27320.224,0,2,0.000795774715459477,0,0.000795774715459477,0
19014.251,27339.859,707048.684957184,2,0.0119366207318921,0.643156073590945,0.000795774715459477,1
16999.055,28544.649,0,2,0.000795774715459477,0,0.000795774715459477,0
17045.642,28537.598,906252.502920394,2,0.0190985931710274,-0.32832210405222,0.0190985931710274,1
18979.994,27383.724,534478.567203418,2,0.00716197243913529,0.682374647878633,0.00716197243913529,1
18250.227,26476.377,327299.942025555,2,0.00318309886183791,0.577611585599013,0.00238732414637843,1
18282.659,26490.819,188966.709634203,2,0.00159154943091895,0.673957574325371,0.000795774715459477,1
18241.37,26473.248,422542.408226543,2,0.00477464829275686,0.506070364294477,0.00238732414637843,1
18231.199,26492.836,188966.709634203,2,0.00159154943091895,-0.196160256842879,0.00159154943091895,1
18241.37,26473.248,422542.408226543,2,0.00477464829275686,0.506070364294477,0.00238732414637843,1
18438.976,25522.685,188966.709634203,2,0.00159154943091895,-0.241609792547679,0.00159154943091895,1
18440.206,25505.898,188966.709634203,2,0.00159154943091895,-0.30659900545961,0.00159154943091895,1
14237.478,25588.583,327299.942025555,2,0.00318309886183791,0.457959914341001,0.00318309886183791,1
14186.254,25643.012,327299.942025555,2,0.00318309886183791,0.255528313752308,0.00318309886183791,1
18373.379,25475.99,801717.850805127,2,0.0151197195937301,-0.374879852634205,0.0151197195937301,1
18342.57,25486.298,731864.919400882,2,0.0127323954473516,-0.299611330978181,0.0127323954473516,1
18354.989,25447.964,327299.942025555,2,0.00318309886183791,-0.432685091712547,0.00318309886183791,1
18416.872,25477.781,377933.419268407,2,0.00397887357729738,-0.350779409459347,0.00397887357729738,1
18366.245,25490.69,731864.919400882,2,0.0127323954473516,-0.316543537263637,0.0127323954473516,1
18414.597,25498.504,422542.408226543,2,0.00477464829275686,-0.356054144282007,0.00477464829275686,1
18349.449,25489.392,779129.703547243,2,0.0143239448782706,-0.303051908098061,0.0143239448782706,1
18429.815,27057.157,0,2,0.000795774715459477,0,0.000795774715459477,0
18337.725,25479.287,566900.12890261,2,0.00795774715459477,-0.322308630666766,0.00795774715459477,1
18427.82,25473.038,327299.942025555,2,0.00318309886183791,-0.439788515060792,0.00318309886183791,1
18389.313,25468.373,654599.884051111,2,0.0103450713009732,-0.412938222428412,0.0103450713009732,1
18342.967,25458.619,377933.419268407,2,0.00397887357729738,-0.337004101539121,0.00397887357729738,1
18404.638,25503.264,499958.919762255,2,0.00636619772367581,-0.320004082433982,0.00636619772367581,1
18430.8,25472.104,327299.942025555,2,0.00318309886183791,-0.440950135170777,0.00318309886183791,1
17643.817,25863.995,654599.884051111,2,0.0103450713009732,-0.425242326315466,0.0103450713009732,1
17582.625,25854.956,188966.709634203,2,0.00159154943091895,-0.446994606160118,0.00159154943091895,1
17631.09,25854.861,755866.838536813,2,0.0135281701628111,-0.44667803550903,0.0135281701628111,1
19020.276,28160.687,626731.67372469,2,0.00954929658551372,0.678719300555163,0.00954929658551372,1
19017.916,28187.342,499958.919762255,2,0.00636619772367581,0.356260060350998,0.00636619772367581,1
19039.078,28160.045,626731.67372469,2,0.00954929658551372,0.487677423974652,0.00954929658551372,1
18993.039,28197.76,267239.283601709,2,0.00238732414637843,0.391989312493034,0.00238732414637843,1
19027.042,28171.689,681329.160941835,2,0.0111408460164327,0.449970911232559,0.0111408460164327,1
17626.103,25857.735,779129.703547243,2,0.0143239448782706,-0.453635569943884,0.0143239448782706,1
19000.893,28201.86,327299.942025555,2,0.00318309886183791,0.249978673693874,0.00318309886183791,1
19061.295,28197.041,422542.408226543,2,0.00477464829275686,0.122992670971052,0.00477464829275686,1
19053.569,28184.044,566900.12890261,2,0.00795774715459477,0.185271010322498,0.00795774715459477,1
19032.492,28205.409,327299.942025555,2,0.00318309886183791,0.190947680761155,0.00318309886183791,1
19021.492,28144.889,462872.016976468,2,0.00557042300821634,0.827490348004702,0.00477464829275686,1
17611.427,25846.588,534478.567203418,2,0.00716197243913529,-0.459740207685723,0.00716197243913529,1
19028.045,28170.719,731864.919400882,2,0.0127323954473516,0.450296827707655,0.0127323954473516,1
18977.772,28158.915,499958.919762255,2,0.00636619772367581,0.85545217456584,0.00318309886183791,1
18940.24,28155.256,0,2,0.000795774715459477,0,0.000795774715459477,0
18965.821,28164.627,422542.408226543,2,0.00477464829275686,0.836206041403972,0.00238732414637843,1
19028.807,28186.554,654599.884051111,2,0.0103450713009732,0.269590353077118,0.0103450713009732,1
19023.37,28151.845,566900.12890261,2,0.00795774715459477,0.679775728541092,0.00795774715459477,1
